TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,TotalAmount,PurchaseDate,PaymentMode
T100099,C1110,Female,32,Mumbai,Beauty,1,1395.78,1395.78,2025-04-30,Wallet
T101938,C1506,Other,67,Jaipur,Electronics,5,1408.93,wrong,2025-03-27,Cash
T101245,C1259,Female,63,ahmedabad,Beauty,6,3615.62,21693.72,2025-12-10,Wallet
T101995,C1557,Female,19,Pune,Sports,1,1989.79,1989.79,2025-02-23,Card
T100875,C1202,Male,69,Pune,Groceries,-5,3959.4,7918.8,2025-01-07,Card
T100582,C1355,Other,35,vadodara,Sports,4,4875.34,19501.36,2025-07-23,Card
T101527,C1574,Other,-5,Ahmedabad,Furniture,6,2699.28,16195.68,2025-09-06,Card
T100776,?,male,28,Delhi,Beauty,2,2141.01,4282.02,2025-02-17,Card
T101969,C1208,Other,69,Delhi,ELECTRONICS,5,4274.33,21371.65,,Wallet
T100528,C1471,Male,56,AHMEDABAD,Groceries ,6,1040.54,6243.24,not-a-date,UPI
T100834,C1498,Female,67,Surat,N/A,4,980.72,3922.88,2025-11-12,Card
T101834,C1462,Other,-5,Jaipur,Beauty,5,3342.77,16713.85,2025-02-17,UPI
T100362,C1435,Female,28,Pune,Beauty,5,4653.63,23268.15,2025-09-24,Wallet
T100045,C1419,O,37,Rajkot,Sports,2,2246.18,4492.36,2025-12-12,Wallet
T100058,C1256,Male,60,Indore,Groceries,2,958.28,1916.56,2025-07-07,upi
T100047,C1147,Other,48,Rajkot,BEAUTY,1,115.6,115.6,2025-01-26,Cash
T101377,C1024,Female,33,Jaipur,Groceries ,2,2741.42,5482.84,2025-11-05,Card
T100876,C1202,Other,34,Rajkot,Furniture,1,1502.11,1502.11,2025-08-07,Cash
T101376,C1062,Male,69,Rajkot,Furniture,7,3998.66,27990.62,2025-04-29,Card
T100625,C1287,Female,25,Indore,Fashion,3,302.97,908.91,2025-04-20,UPI
T100612,C1027,Other,31,Mumbai,Furniture,4,1179.44,4717.76,2025-10-20,UPI
T100434,C1584,Male,29,Vadodara,Furniture,5,4189.54,20947.7,2025-11-22,Cash
T100108,C1420,Female,26,Rajkot,Furniture,2,798.5,1597.0,2025-06-10,Cash
T100192,C1187,Female,37,delhi,Fashion,2,1622.59,3245.18,2025-12-17,Cash
T100859,C1405,Female,59,Nashik,Beauty,1,4603.01,4603.01,2025-10-10,Cash
T100439,C1235,Other,62,Jaipur,Beauty,1,1948.05,1948.05,2025-03-24,Cash
T101587,C1060,Female,36,Delhi,Beauty,5,862.58,4312.9,2025-08-23,Cash
T101087,C1206,Male,25,Nashik,Electronics,5,396.67,1983.35,2025-03-05,Wallet
T100983,C1304,Other,NA,Pune,Groceries,6,935.64,5613.84,not-a-date,Cash
T101562,C1291,Male,18,Nashik,Beauty,5,2150.49,10752.45,2025-01-01,UPI
T101525,C1487,Male,65,Rajkot,Fashion,1,4139.8,4139.8,2025-04-24,UPI
T101046,C1415,Other,39,Pune,Fashion,7,2901.07,20307.49,2025-10-23,Wallet
T101684,C1036,Male,37,Mumbai,Electronics,7,757.05,5299.35,2025-10-01,UPI
T101288,C1269,f,66,Jaipur,Furniture,6,None,21029.52,2025-10-04,Card
T100647,C1273,Other,51,Jaipur,Electronics,6,4748.46,28490.76,2025-05-22,Cash
T100715,C1024,Female,61,Mumbai,Groceries,3,51.34,154.02,2025-08-13,Cash
T100942,C1166,Female,44,Rajkot,Electronics,3,4275.52,12826.56,2025-09-19,Card
T101899,C1433,Female,30,Indore,Electronics,1,2843.92,2843.92,2025-07-18,Wallet
T100364,C1232,Male,19,Pune,Furniture,2,3032.98,6065.96,2025-09-07,UPI
T101429,C1038,Other,41,Mumbai,N/A,5,4296.73,21483.65,2025-02-09,Wallet
T101114,C1447,Male,48,Mumbai,Fashion,2,3047.35,6094.7,2025-08-09,Wallet
T100136,C1461,Male,64,Nashik,Fashion,-5,2330.43,4660.86,2025-01-19,e-wallet
T101438,C1227,Male,25,Rajkot,Beauty,-2,1448.9,2897.8,2025-01-11,Wallet
T101632,C1593,Male,,Ahmedabad,Electronics,3,2513.27,7539.81,2025-05-25,Wallet
T101898,C1518,Female,65,Nashik,Furniture,6,4957.02,null,2025-11-26,Wallet
T100993,C1449,Female,59,Nashik,Fashion,-2,1926.36,3852.72,2025-11-30,UPI
T100528,C1471,Male,56,AHMEDABAD,Groceries ,6,1040.54,6243.24,not-a-date,UPI
T100908,C1487,Other,65,Mumbai,Groceries,5,3806.5,19032.5,2025-12-18,Wallet
T101093,C1059,Other,36,Jaipur,beauty ,4,1276.89,5107.56,2025-11-28,Card
T100111,C1061,Male,67,Surat, Electronics ,7,1768.43,12379.01,2025-08-24,Card
T100533,C1379,Male,18,Ahmedabad,Fashion,4,3322.65,13290.6,2025-10-22,Wallet
T100175,C1313,Male,48,Rajkot,Electronics,4,3763.4,15053.6,2025-02-02,UPI
T100965,C1028,Other,64,Rajkot,Fashion,3,0,10156.47,2025-12-06,Wallet
T100060,C1360,Female,66,Jaipur,Sports,6,507.93,3047.58,2025-11-03,Cash
T101055,C1128,Other,30,Ahmedabad,Groceries,5,1903.75,9518.75,2025-05-04,Cash
T101874,C1599,Female,51,Vadodara,Fashion,7,3758.01,26306.07,2025-09-24,Cash
T100827,C1374,Female,54,Indore,Beauty,7,3016.56,21115.92,2025-03-10,UPI
T101885,C1280,Male,35,Delhi,null,7,4752.04,33264.28,2025-07-19,Cash
T101825,C1454,Other,31,Delhi,Groceries,1,1497.77,1497.77,2025-03-01,Wallet
T100575,C1200,Other,47,Indore,Beauty,4,3042.75,12171.0,2025-01-28,cash
NA,C1251,Female,32,Rajkot,Fashion,2,2965.04,5930.08,2025-11-03,Cash
T101352,C1204,,20,N/A,Sports,1,4717.04,4717.04,2025-08-08,Cash
T100589,C1354,Male,48,Jaipur,Sports,4,2515.72,10062.88,2025-03-13,wallet
T100332,C1017,Female,67,Pune,Furniture,6,4003.03,24018.18,2025-06-19,Card
T101221,C1380,Other,63,Mumbai,Sports,2,3851.83,7703.66,2025-02-26,UPI
T100262,C1026,Female,54,Pune,Beauty,4,1589.86,6359.44,2025-01-09,Card
T101409,C1247,Male,54,Surat,Furniture,7,3765.83,26360.81,2025-10-16,Card
T100214,C1340,Other,70,Delhi,Electronics,7,4744.55,33211.85,2025-09-14,Wallet
T101420,C1262,Male,24,Vadodara,Beauty,1,817.8,817.8,2025-05-30,Wallet
T101546,C1001,female,59,Ahmedabad,Groceries,6,1799.06,10794.36,2025-11-17,UPI 
T100027,C1341,Male,43,Jaipur,Furniture,7,2182.19,15275.33,2025-08-10,Card
T100310,C1515,Male,26,Delhi,Fashion,6,4406.6,26439.6,2025-04-19,UPI
T100450,C1456,Male,54,Mumbai,Sports,6,2900.24,17401.44,2025-04-21,cash
T100399,C1025,Other,69,Jaipur,Furniture,2,2952.98,5905.96,2025-05-13,Card
T100569,C1285,Male,49,Mumbai,Electronics,3,539.85,1619.55,2025-06-01,Wallet
T101495,C1261,Other,29,Rajkot,Furniture,1,291.64,291.64,2025-01-10,Cash
T101601,C1536,Male,35,Nashik,Sports,1,732.98,732.98,15/01/2025,Wallet
T100682,C1549,Female,150,Rajkot,null,7,2884.01,N/A,2025-10-06,Card
T100870,C1361,Male,37,Vadodara,Beauty,3,3558.17,10674.51,2025-12-28,UPI
T101470,C1523,Male,33,Indore,Groceries,3,814.08,2442.24,2025-10-15,Card
T101642,C1299,Other,21,Surat,Sports,None,3881.06,3881.06,2025-05-07,UPI
T100435,C1175,Female,58,Surat,Fashion,3,4514.35,13543.05,2025-08-09,UPI
T101603,C1308,,52,Nashik,Sports,2,2941.05,5882.1,2025-07-20,Card
T100830,C1140,Other,34,Vadodara,Furniture,7,283.75,1986.25,2025-02-08,Wallet
T101852,C1015,Male,48,Ahmedabad,Groceries,5,2787.75,?,15/01/2025,UPI
T101482,C1055,male,26,Indore,Groceries,6,740.18,,2025-03-13,Cash
T100083,C1223,Female,56,Rajkot,Beauty,5,4725.72,23628.6,2025-07-12,UPI
T100617,C1012,Female,39,Nashik,Groceries,2,1879.32,3758.64,2025-02-20,UPI
T101624,C1047,Male,59,Indore,Sports,5,3559.7,17798.5,2025-04-13,UPI
T101068,C1415,Male,28,Indore,Beauty,3,4976.2,-500,2025-02-24,Wallet
T100584,C1483,Female,51,Ahmedabad,Sports,7,1472.64,10308.48,2025-11-17,CARD
T101345,C1351,MALE,69,Mumbai,Furniture,4,1017.96,4071.84,2025-12-06,Card
T100704,C1288,Male,44,Jaipur,Groceries,3,4917.96,14753.88,2025-07-07,Card
T101367,C1256,Female,23,Rajkot,Sports,1,134.54,wrong,2025-01-29,UPI
T101443,C1278,Female,61,Surat,Fashion,7,4469.09,31283.63,2025-04-01,Card
T101342,C1503,Male,34,Indore,Fashion,1,3077.23,3077.23,31-12-25,Cash
T101109,C1322,Female,23,Surat,Groceries,5,4510.65,22553.25,2025-07-31,Card
T100649,C1092,m,40,Indore,Furniture,4,1168.42,4673.68,2025-07-07,UPI
T101669,C1452,Other,-5,Ahmedabad,Furniture,2,1599.07,3198.14,2025-02-23,Cash
T101459,C1398,Other,23,Pune,Beauty,1,3297.52,3297.52,2025-01-15,UPI
T101770,C1576,Female,43,Ahmedabad,Fashion,3,1765.24,5295.72,2025-07-08,Card
T100540,C1065,Female,62,Delhi,Fashion,6,1521.9,9131.4,2025-12-23,UPI
T100994,C1136,Female,52,Nashik,Groceries,4,4870.64,19482.56,2025-08-17,Cash
T100906,C1125,Male,27,Pune,Groceries,1,1937.33,1937.33,2025-10-04,Card
T100210,C1507,Other,42,Mumbai,Electronics,7,4281.23,29968.61,2025-09-07,Wallet
T101267,C1331,Male,43,Vadodara,Groceries,4,441.51,1766.04,31-12-25,e-wallet
T100387,C1296,Other,30,Mumbai,Beauty,-5,1747.89,-500,2025-06-27,Card
T101129,C1025,Other,23,Pune,FASHION,2,4386.46,8772.92,2025-04-15,Card
T101325,C1107,Other,42,Indore,Beauty,1,3194.84,3194.84,2025-10-26,Cash
T101471,C1322,Other,64,Mumbai,grocery,5,218.01,1090.05,2025-08-07,wallet
T100014,C1048,N/A,70,Vadodara,Furniture,2,654.03,1308.06,2025-12-27,Card
T101747,C1030,Male,33,Ahmedabad,electronics,1,2767.97,2767.97,2025-02-14,Cash
T101843,C1462, M ,28,Jaipur,fashion,4,2352.37,9409.48,2025-03-20,Card
T101486,C1479,Other,unknown,Mumbai,Fashion,5,1835.91,9179.55,2025-08-03,UPI
T101873,C1319,Other,18,Mumbai,Sports,7,1804.24,12629.68,31-12-25,Cash
T100935,C1235,Male,22,Delhi,Beauty,4,3854.42,15417.68,2025/02/30,Cash
T100229,C1597,Male,21,Vadodara ,Fashion,5,4291.31,21456.55,2025-11-14,Card
T100557,C1433,Male,unknown,Indore,Furniture,4,1291.77,5167.08,2025-05-17,Wallet
T100666,C1427,Other,49,Nashik,Groceries,3,1267.97,,2025-08-23,Card
T100348,C1541,Other,62,Pune,Fashion,5,1508.99,7544.95,2025-05-06,Cash
T100093,C1402,Other,64,Pune,N/A,1,1939.46,1939.46,2025-10-16,Cash
T101171,C1260,Male,62,Nashik,Sports,4,655.62,2622.48,2025-03-15,Cash
T101839,C1397,Male,37,Indore,Beauty,1,4222.78,4222.78,NA, UpI
T100438,C1555,Male,55,Pune,Electronics,5,3544.8,17724.0,2025-04-20,Cash
T101341,C1187,Other,19,Ahmedabad,Electronics,6,2006.12,12036.72,2025-05-18,UPI
T100046,C1395,Male,39,Rajkot,Sports,2,499.06,998.12,2025-12-10,Cash
T101831,C1594,Female,48,Surat,Fashion,4,1764.35,7057.4,2025-09-25,UPI
T100831,C1018,Female,38,Ahmedabad,Beauty,7,1500.17,10501.19,2025-06-12,Wallet
T101860,C1530,Female,30,Jaipur,Sports,5,1970.07,N/A,2025-12-31,Cash
T100508,C1023,Male,33,Indore,Fashion,6,2382.51,14295.06,2025-12-01,UPI
T100896,C1477,Other,41,Mumbai,Electronics,6,2156.04,12936.24,2025-11-15,UPI
T101529,C1287,N/A,19,Surat,Furniture,6,1731.35,10388.1,2025-05-19,Cash
T101107,C1273,Male,41,AHMEDABAD,Fashion,3,4104.46,12313.38,2025-03-29,Cash
T101859,C1140,Other,32,Pune,Electronics,5,4150.07,20750.35,2025-09-24,Card
T101485,C1078,Other,27,Vadodara,Groceries,4,595.83,2383.32,2025-10-23,Cash
T101672,C1153,Male,25,Surat,Electronics,7,625.88,4381.16,2025-10-26,UPI
T100595,C1494,Female,47,Delhi,Sports,3,2698.43,8095.29,2025-03-06,Card
T101758,C1082,Other,68,Surat,Furniture,2,4116.55,8233.1,2025-07-29,Wallet
T101476,C1024,Other,33,N/A,Furniture,4,0,19657.8,2025-03-07,Card
T101960,C1171,Male,63,Mumbai,Sports,2,2731.43,unknown,2025-06-10,UPI
T101149,C1588,female,36,Surat,Sports,3,864.55,2593.65,2025-01-08,Cash
T101805,C1174,Female,38,Nashik,Furniture,1,4748.69,4748.69,2025-06-08,Wallet
T100366,C1402,Female,26,delhi,Electronics,1,4995.49,4995.49,2025-05-29,UPI
T100517,C1218,Female,36,Ahmedabad,fashion,6,3558.67,21352.02,2025-04-14,Cash
T101408,C1050,Other,55,Mumbai,Beauty,1,525.9,525.9,2025-06-29,UPI
T100912,C1069,Male,62,Pune,Electronics,1,3832.21,3832.21,2025-09-14,Cash
T100938,C1387,Female,60,Ahmedabad,Furniture,-5,621.3,2485.2,2025-02-28,UPI
T100812,C1292,Male,66,Mumbai,Fashion,3,1205.62,3616.86,2025-11-13,Wallet
T101547,C1070,other,50,Jaipur,Electronics,4,3851.58,15406.32,2025-06-24,Cash
T101768,C1083,Male,60,Mumbai,Beauty,4,61.9,247.6,2025-12-25,Card
T100002,C1366,Male,59,surat ,Furniture,3,4903.12,14709.36,2025-08-13,Cash
T100265,C1443,Male,44,Ahmedabad,Fashion,1,3390.96,3390.96,2025-10-13,Wallet
T101628,C1573,f,24,Rajkot,Fashion,4,4455.75,17823.0,2025-05-30,Card
T100153,C1358,Male,64,Delhi,Beauty,1,1099.39,1099.39,2025-02-16,UPI
T100884,C1281,Other,48,Surat,Furniture,2,3904.04,7808.08,2025-09-19,Wallet
T101218,C1264,Other,32,Vadodara,Furniture,6,4448.6,26691.6,2025-01-21,Cash
T101780,C1360,Male,19,Jaipur,Beauty,7,4080.26,28561.82,2025-02-09,Wallet
T100869,C1017,Female,48,Rajkot,Fashion,7,3887.95,27215.65,2025-04-21,UPI
T100996,C1063,Male,,Vadodara,Electronics,1,3646.79,3646.79,2025-07-08,Cash
T100447,C1064,Female,59,Mumbai,Electronics,7,4007.8,28054.6,2025-11-01,Wallet
T101888,C1521,Male,19,Mumbai,Electronics,2,136.79,273.58,2025-04-16,Card
T101921,C1279,Female,41,Pune,Fashion,1,286.21,286.21,2025-06-17,Wallet
T101281,C1063,Male,52,Pune,Groceries,6,4789.28,28735.68,2025-10-28,UPI
T100576,C1552,Female,60,Pune,Sports,7,2231.84,15622.88,2025-11-20, UpI
T100787,C1165,Other,36,Rajkot,Electronics,7,1443.19,10102.33,2025-06-24,Cash
T101549,C1579,Female,39,Indore,Beauty,1,2266.34,2266.34,2025-01-13,Card
T101499,C1312,Female,56,NA,Groceries,1,2665.73,2665.73,2025-06-03,Card
T101170,C1300,Male,29,NA,Beauty,0,865.07,1730.14,2025-04-07,upi
T100277,C1093,Other,33,Delhi,Sports,3,672.14,2016.42,2025-09-05,UPI
T101627,C1315,Male,63,Jaipur,None,1,2169.72,2169.72,2025-10-08,Cash
null,C1077,Other,63,Vadodara,Fashion,7,2091.89,14643.23,2025-10-20,Cash
T101141,C1429,Male,52,Mumbai,Furniture,3,3258.81,9776.43,2025-12-13,cash
T101901,C1523,Male,23,,Furniture,6,4640.07,27840.42,2025-05-11,UPI
T100714,C1302,Female,43,Pune,Groceries ,6,4411.91,26471.46,2025-07-22,Card
T100998,C1353,Male,25,Mumbai,Sports,1,361.92,361.92,2025-03-05,card
T101558,C1105,Other,22,Delhi,Sports,2,1448.57,2897.14,2025-12-19,UPI 
T101870,C1459,Male,-5,Vadodara,Sports,7,4787.96,33515.72,2025-02-05,UPI
T101314,C1457,Male,70,Indore,Electronics,4,600.75,2403.0,2025-04-05,Wallet
T100684,C1542,N/A,52,Mumbai,Beauty,3,4842.18,14526.54,2025-06-21,Wallet
T101809,C1285,Other,20,Nashik,Beauty,3,4116.36,NA,2025-12-03,Cash
T101407,C1015,Female,47,Ahmedabad,Furniture,3,3565.59,10696.77,2025-07-11,Cash
T101626,C1552,Other,54,NA,Furniture,3,1964.82,?,NA,Cash
T101883,C1537,Female,60,Indore,Sports,6,3818.51,22911.06,2025-07-26,Card
T100379,C1235,other,61,Jaipur,Groceries,3,959.84,2879.52,2025-10-04,Wallet
T100672,C1596,Male,59,Ahmedabad,Sports,1,2488.86,2488.86,2025-09-27,Card
T101800,C1401,Other,65,Vadodara,Fashion,4,440.21,1760.84,2025-04-10,Cash
T100858,C1290,MALE,?,Ahmedabad,Electronics,5,3390.42,16952.1,2025-06-14, UpI
T101906,C1511,Male,28,Pune,Electronics,4,3396.42,13585.68,2025-01-23,Wallet
T101917,C1172,Other,66,Indore,None,3,1526.41,4579.23,2025-08-27,UPI
T100643,C1420,Other,47,Ahmedabad,Groceries,5,4176.51,20882.55,2025-10-18,UPI
T101710,C1083,Male,20,Indore,Furniture,2,3085.82,NA,2025-05-07,Card
T100948,C1068,Other,45,Surat,Sports,1,None,4932.42,2025-04-14,UPI
T100522,C1452,Male,41,Surat,Fashion,7,4668.42,32678.94,2025-12-07,Cash
T100222,C1593,Female,53,Surat,Furniture,4,944.23,3776.92,2025-04-15,unknown
T100664,C1128,FEMALE,31,Ahmedabad,Fashion,6,1832.72,10996.32,2025-05-20,card
T101435,C1107,f,null,Rajkot,Groceries,7,4224.87,29574.09,2025-06-27,Cash
T100825,C1412,Other,NA,,Groceries,1,2504.69,unknown,2025-01-30,wallet
T100106,C1302,Female,36,Surat,Fashion,-5,885.15,2655.45,2025-11-02,Cash
T100780,C1336,Male,53,Ahmedabad,Furniture,7,N/A,3925.88,2025-04-11,UPI
T100164,C1558,Male,54,Jaipur,Sports,3,200.7,602.1,2025-07-12,UPI
T101156,C1458,Male,22,Delhi,Sports,7,1857.39,13001.73,2025-08-11,Wallet
T101876,C1202,Female,43,Rajkot,NA,6,2571.14,15426.84,2025-08-30,Wallet
T101607,C1082,Female,39,Mumbai,Electronics,7,3853.56,NA,2025-04-02,UPI
T101646,C1462,Male,56,Mumbai,Fashion,3,1395.01,4185.03,2025-04-20,UPI
T101769,C1061,Male,53,Ahmedabad,Sports,2,2208.98,4417.96,2025-12-24,Card
T101557,C1600,Other,65,Rajkot,Furniture,7,598.22,4187.54,2025-03-22,UPI
T100308,C1225,Other,68,Vadodara,Fashion,5,203.66,1018.3,2025-02-15,upi
T101060,C1139,Other,40,Rajkot,Fashion,6,2625.07,15750.42,2025-12-12,Wallet
T100955,C1056,Male,45,Indore,Groceries,5,3602.2,18011.0,2025-07-20,Card
T100041,C1291,Female,24,Nashik,Sports,3,1229.74,3689.22,2025-11-20,Wallet
T101667,C1423,Other,50,Indore,Fashion,3,2320.71,6962.13,2025-05-01,Card
T101228,C1464,Female,19,Pune,Beauty,7,3478.78,24351.46,2025-12-02,Wallet
T100737,C1220,Other,62,Vadodara,Furniture,7,847.94,5935.58,2025-04-12,Card
T101436,C1572,Male,42,Pune,Fashion,1,1798.3,1798.3,2025-03-31,Cash
T100611,C1160,Other,21,delhi,Furniture,1,874.5,874.5,2025-09-05,UPI
T101229,C1426,Other,57,Mumbai,Sports,3,2480.17,7440.51,2025-04-13,Cash
T100624,C1493,Other,34,Pune,Furniture,3,3128.64,9385.92,2025-04-05,Wallet
T101578,C1569,Female,24,Pune,Beauty,6,?,19048.38,2025-04-30,Wallet
T100573,C1166,Other,36,Indore,Beauty,6,4086.0,24516.0,2025-05-30,Cash
T100283,C1481,Female,25,Delhi,Beauty,7,2575.35,18027.45,2025-01-07,UPI
T101731,C1575,Other,47,Pune,Electronics,3,593.58,1780.74,2025-09-11,UPI
T101365,C1159,Other,48,Nashik,Electronics,5,84.09,420.45,2025-01-29,UPI
T100740,C1562,Female,69,Mumbai,Electronics,2,3433.4,6866.8,2025-05-28,UPI
T100259,C1362,Male,67,Rajkot,Electronics,2,1015.33,2030.66,2025-03-13,Card
T100952,C1166,Other,27,Surat,Fashion,1,404.15,404.15,2025-07-05,unknown
T100716,C1005,Female,56,Ahmedabad,Furniture,5,3411.44,17057.2,2025-12-26,Wallet
T101389,C1476,Male,N/A,Delhi,Beauty,7,1438.09,10066.63,2025-08-06,UPI
T101937,C1377,FEMALE,57,Delhi NCR,Electronics,6,3544.38,21266.28,2025-12-06,UPI
T100762,C1388,O,40,Surat,Groceries,3,4823.56,14470.68,2025-11-11,Card
T101797,C1274,Male,39,Surat,Electronics,5,766.15,3830.75,2025-08-07,Wallet
T101106,C1181,Other,48,Vadodara,Furniture,2,566.91,1133.82,2025-07-01,Card
T101636,C1534,Male,26,Pune,Beauty,7,1088.25,7617.75,2025-02-24,Cash
T100094,C1100,Other,50,ahmedabad,Groceries,6,3100.75,18604.5,2025-03-29,UPI
T101760,C1501,Female,39,Pune,Fashion,1,1768.79,unknown,2025-12-18,Card
T100260,C1082,Other,55,Jaipur,Beauty,1,3623.64,3623.64,2025-09-04,Wallet
T100184,C1252,Other,39,Indore,Fashion,4,1016.93,unknown,2025-09-02,e-wallet
T100754,C1209,Female,64,Delhi,Furniture,7,3931.47,null,2025-01-31,Wallet
T100147,C1516,Other,52,Mumbai,Electronics,4,1238.86,4955.44,2025/02/30,UPI
T100241,C1489,Female,21,Indore,Furniture,6,3153.48,18920.88,2025-02-24,Wallet
T100674,C1192,male,28,Delhi,Sports,1,379.99,379.99,2025-08-25,Wallet
T101371,C1482,Other,43,Nashik,Electronics,N/A,-250.5,7662.96,2025-05-25,Wallet
T100382,C1496,Male,35,Delhi,Beauty,6,1182.81,7096.86,2025-01-12,UPI
T100910,C1573,Other,23,vadodara,Furniture,4,2496.96,9987.84,2025-07-02,Card
T100090,C1141,Other,32,Pune,Furniture,7,4470.94,31296.58,2025-03-13,UPI
T101691,C1194,Male,24,Rajkot,Fashion,five,2136.02,6408.06,2025-05-14,Card
T100017,C1225,Female,54,Delhi,Groceries,2,2481.34,4962.68,2025-02-19,Card
T100230,C1219,Male,35,Vadodara,Electronics,7,438.11,3066.77,2025-10-20,UPI
T101453,C1600,Female,53,Jaipur,Sports,6,1134.28,6805.68,2025-10-15,Cash
T101545,C1095,Other,-5,Mumbai,Beauty,5,796.58,-500,2025-11-13,Wallet
T100954,C1206,Male,47,Nashik,Electronics,2,3273.3,6546.6,2025-01-15,Card
T101895,C1423,Female,29,Ahmedabad,Fashion,6,3587.4,21524.4,2025-10-28,Wallet
T100751,C1145,Other,32,Pune,Beauty,7,1858.96,13012.72,2025-11-17,Card
T101674,C1574,Male,44,Ahmedabad,Groceries,2,4510.51,9021.02,2025-08-07,Card
T100100,C1087,Male,65,,Furniture,5,1644.38,8221.9,2025-03-31,Wallet
T101074,C1522,Other,66,Jaipur,Sports,1,3019.7,3019.7,2025-05-02,UPI
T100936,C1581,Male,55,Indore,Groceries,6,1490.33,8941.98,2025-12-24,Wallet
T101785,C1434,Other,38,Surat,Fashion,3,4848.2,14544.6,2025-12-06,Card
T101159,C1413,male,31,Mumbai,Electronics,6,432.5,2595.0,2025-04-30,UPI
T101582,C1412,Other,45,Pune,Groceries,6,2801.27,16807.62,2025-09-21,UPI
T100092,C1540,Female,69,Nashik,Beauty,7,1837.95,12865.65,2025-01-07,Cash
T101020,C1096,Other,56,Indore,Sports,7,4475.4,31327.8,2025-12-14,Card
T100087,C1015,Female,51,Delhi,Sports,1,753.43,753.43,2025-12-20,Wallet
T101688,C1449,Male,59,Indore,Furniture,6,3976.95,23861.7,2025-03-27,Wallet
T101217,C1333,Male,33, VADODARA,Sports,1,2147.35,2147.35,2025-08-06,UPI
T100363,C1451,Male,19,Jaipur,Groceries,1,4880.73,4880.73,2025-04-10,Cash
T100427,C1501,Male,N/A,Mumbai,None,7,2974.04,0,2025-06-14,Cash
T100258,C1134,Male,29,Jaipur,Furniture,7,622.41,4356.87,2025-12-18,UPI
T101384,C1519,Female,28,Mumbai,Fashion,2,free,4397.5,2025-12-15,e-wallet
T100484,C1535,Other,54,Jaipur,Beauty,4,4483.35,17933.4,2025-05-13,Wallet
T101123,C1268,Male,24,Nashik,Sports,4,3265.43,13061.72,2025-06-05,Card
T100015,C1074,Other,61,Jaipur,Furniture,3,1968.6,5905.8,2025-08-25,Wallet
T101778,C1301,Female,54,Ahmedabad,Furniture,4,2955.51,11822.04,2025-05-04,Card
T101011,C1231,Male,30,Indore,Groceries,5,1476.49,0,2025-12-13,Cash
T101779,C1017,Female,24,Rajkot,Sports,4,4028.63,16114.52,2025-11-12,UPI
T101078,C1598,Male,27,Mumbai,Furniture,1,3904.45,3904.45,2025-08-01,Cash
T100515,C1390,Other,26,Ahmedabad,Fashion,3,4324.68,12974.04,2025-03-29,Card
T100088,C1468,Female,39,Delhi,Fashion,2,3521.58,7043.16,2025-01-16,Cash
T101821,C1049,Male,64,Rajkot,Groceries,4,2728.61,10914.44,2025-01-13,Cash
T101224,C1118,Female,44,N/A,Furniture,2,2894.67,5789.34,2025-10-29,Card
T101924,C1580,Male,56,Surat,Groceries,4,4881.95,19527.8,2025-03-05,Wallet
T101474,C1313,Female,68,Jaipur,Sports,7,3964.22,27749.54,2025-04-07,UPI
T101182,C1174,Other,54,Vadodara,Furniture,3,2334.35,7003.05,2025-11-08,Cash
T101042,C1158,Male,52,Vadodara,Furniture,7,345.19,2416.33,2025-02-14,Cash
T101340,C1419,Female,52,Surat,Sports,0,4682.71,9365.42,2025-02-18,Card
T100475,C1579,female,29,Mumbai,Furniture,3,4852.74,14558.22,2025-10-04,UPI 
T101381,C1414,Male,27,Surat,Beauty,1,1877.33,NA,2025-04-21,Cash
T100777,C1539,Male,62,Surat,Groceries,6,211.46,1268.76,2025-10-09,unknown
T101440,C1148,Male,46,Jaipur,None,7,3196.84,22377.88,,Wallet
T101031,C1282,Male,38,Delhi,Electronics,5,2150.32,10751.6,2025-10-25,Card
T100883,C1052,Other,35,Pune,Groceries,4,4677.09,18708.36,2025-06-06,Card
T100562,C1497,Female,66,Pune,Beauty,2,1923.01,3846.02,2025-04-29,Card
T101418,C1358, M ,59,Vadodara,Groceries,1,2398.93,2398.93,2025-11-19,Cash
T101955,C1489,Female,64,Pune,,7,2901.0,20307.0,N/A,Wallet
T101936,C1379,Male,36,Mumbai,Beauty,3,1111.58,3334.74,2025-09-07,Wallet
T100619,C1408,Male,21,Indore,Fashion,5,4944.08,24720.4,2025-01-23,UPI
T101398,C1521, M ,N/A,Surat,Furniture,3,1527.73,4583.19,2025-09-16,Card
T100487,C1365,Female,49,Nashik,Groceries,4,4258.96,17035.84,2025-07-09,Card
T101571,C1016,Female,44,Indore,Groceries,5,2694.96,13474.8,2025-10-31,Cash
T100113,C1324,Other,35,Delhi,Beauty,2,761.78,1523.56,2025-01-24,Card
T100218,C1574,Female,37,Jaipur,grocery,7,2317.47,16222.29,2025-09-07, UpI
T101694,C1081,Male,70,Pune,Groceries,2,4953.19,9906.38,2025-08-23,Wallet
T100922,C1506,Female,27,Surat,Furniture,3,1109.16,3327.48,2025-12-30,UPI
T100488,C1033,Male,33,Surat,Furniture,6,4672.22,28033.32,2025-12-06,Cash
T100891,C1188,Other,59,vadodara,Furniture,1,1929.4,1929.4,01-25-2025,Cash
T100345,C1090,Male,25,Rajkot,Furniture,7,4302.58,30118.06,2025-09-10,Card
T101007,C1265,Female,21,Pune, Electronics ,3,112.72,338.16,2025-01-29,Cash
